2023-09-30 00:00:00,2023-10-31 00:00:00
,
,
,
587881.66,750736.21
1588.43,17457.51
589470.0900000001,768193.72
423826.69,233127.5
46985.980800000005,68985.9808
1060282.7608,1070307.2008
1060282.7608,1070307.2008
